600.1 229.1 0 13 5.4 2.1
600.1 232.4 0 4.9 2.3 0.8
600.1 285.2 0 11.9 5 1.9
600.4 252.5 0 11.9 5 1.9
600.5 229 0 3.6 0.1 0.6
600.6 252.2 0 9 2.2 1.45
600.6 271.4 0 14.6 6.4 2.75
600.8 220.2 0 12.8 5.4 2.05
601 269.2 0 3.8 1 0.5
601.2 224.7 0 7.3 1.5 1.2
601.2 226.9 0 8.6 3.7 1.4
601.3 188.4 0 1.6 0.4 0.75
601.4 178.9 0 3.8 1.8 0.8
601.5 113.5 0 15.6 6.5 2.5
601.5 255.7 0 8.6 3.7 1.4
601.6 221.3 0 8.3 3.6 1.35
601.8 158.9 0 7.4 3.2 1.2
601.8 262.1 0 16.6 7.4 2.35
601.8 267.9 0 7.4 3.2 1.2
602 157 0 3.3 0.8 0.75
602.1 188 0 13.8 4.6 2.65
602.2 196.5 0 12.2 5.1 1.95
602.2 220 0 3.7 1.8 0.6
602.3 250.7 0 16.4 9.6 1.85
602.4 197.4 0 11.5 4.9 1.85
602.4 242.8 0 17 4.2 2.95
602.6 268.1 0 2 0.1 0.5
602.7 222.7 0 9 3.9 1.45
602.8 201.9 0 9.4 4 1.55
602.8 233 0 9.4 4 1.55
602.9 149.5 0 3.7 1.8 0.6
603 150.1 0 6.6 3 1.1
603 220.7 0 3.7 1.8 0.6
603.2 268.1 0 1.9 0.1 0.3
603.5 194 0 15 6.2 2.4
603.7 220.8 0 7.4 3.2 1.2
603.7 222.4 0 5 2.9 0.85
603.9 149.5 0 6.8 3 1.1
603.9 182.5 0 13.6 5.7 2.2
603.9 273.8 0 12 4.6 1
604.1 252.8 0 8.6 3.7 1.4
604.2 202.7 0 6.5 1.2 1.05
604.4 112.4 0 13.6 5.7 2.2
604.4 272.5 0 1.6 0.1 0.35
604.6 115.6 0 14.8 6.1 2.4
604.6 292.6 0 18.8 6.6 1.8
604.7 106.5 0 17.8 6 3.85
604.7 149.2 0 4.2 2 0.7
604.7 196.7 0 6.1 2.8 1
604.8 203.7 0 4.5 2.1 0.75
604.8 215.2 0 7.9 3.3 1.55
604.8 222.2 0 9.4 4 1.55
604.8 262.7 0 2.6 1.2 0.45
605 151.8 0 5.5 2.2 0.7
605 196.1 0 9.1 2.3 1.5
605 294.3 0 10.3 4.4 1.65
605.1 256.2 0 9.4 4 1.55
605.4 165.2 0 14.3 4.9 3.45
605.6 210.5 0 12.4 7.6 2.4
605.8 202.2 0 10.2 2.7 1.65
605.9 152.5 0 8.2 3.6 1.35
606 210.8 0 11.2 1.2 2.75
606 228.9 0 10.7 4.5 1.7
606.2 269.9 0 8.2 2.6 1.15
606.4 105.1 0 5.3 2.4 0.85
606.5 202.9 0 5.3 2.4 0.85
606.8 235.2 0 9.1 2.9 2.45
606.9 105.9 0 5.3 2.4 0.85
606.9 185.2 0 9.4 4 1.55
